"taxa1","taxa2","cor","taxa_name1","taxa_name2","taxa_id1","taxa_id2","assign_same_taxa"
756,759,0.98554534944341,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00029","Fungi_Taxa00032",1
756,760,0.987893514687964,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00029","Fungi_Taxa00033",1
758,795,0.994170933940588,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00031","Fungi_Taxa00069",1
758,1322,0.975396928742066,"CMR-011_FUN____","CMR-009_EUK_Eukaryota___","Fungi_Taxa00031","Euk_Taxa00107",1
759,760,0.990812224991509,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00032","Fungi_Taxa00033",1
761,762,0.992509153708892,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00034","Fungi_Taxa00035",1
764,771,0.988019398717245,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00037","Fungi_Taxa00044",1
765,780,0.998214831287515,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00038","Fungi_Taxa00053",1
765,784,0.997291294443553,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00038","Fungi_Taxa00057",1
765,837,0.992784409157632,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00038","Fungi_Taxa00114",1
765,838,0.996118337829664,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00038","Fungi_Taxa00115",1
765,849,0.995586557099141,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00038","Fungi_Taxa00128",1
765,858,0.994186817108763,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00038","Fungi_Taxa00137",1
765,866,0.99523050727037,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00038","Fungi_Taxa00146",1
765,868,0.990973337365506,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00038","Fungi_Taxa00149",1
765,869,0.994809745118345,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00038","Fungi_Taxa00150",1
765,871,0.991988067258821,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00038","Fungi_Taxa00152",1
770,812,0.99706354657332,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00043","Fungi_Taxa00087",1
770,816,0.993643581092785,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00043","Fungi_Taxa00091",1
770,821,0.994372905038788,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00043","Fungi_Taxa00096",1
770,822,0.996861843850342,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00043","Fungi_Taxa00097",1
770,823,0.988813746994029,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00043","Fungi_Taxa00098",1
770,825,0.995158714166387,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00043","Fungi_Taxa00100",1
770,827,0.994781839272158,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00043","Fungi_Taxa00102",1
770,828,0.991216499791943,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00043","Fungi_Taxa00103",1
770,831,0.987737712757683,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00043","Fungi_Taxa00106",1
780,784,0.998301896948236,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00053","Fungi_Taxa00057",1
780,837,0.996077727464282,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00053","Fungi_Taxa00114",1
780,838,0.997824349877451,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00053","Fungi_Taxa00115",1
780,849,0.997850518608943,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00053","Fungi_Taxa00128",1
780,858,0.996620469507611,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00053","Fungi_Taxa00137",1
780,866,0.995100867706371,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00053","Fungi_Taxa00146",1
780,868,0.991750277948746,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00053","Fungi_Taxa00149",1
780,869,0.996758639067507,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00053","Fungi_Taxa00150",1
780,871,0.994770563980805,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00053","Fungi_Taxa00152",1
784,837,0.995634025969048,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00057","Fungi_Taxa00114",1
784,838,0.995407972647175,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00057","Fungi_Taxa00115",1
784,849,0.995955759830582,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00057","Fungi_Taxa00128",1
784,858,0.995353790405255,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00057","Fungi_Taxa00137",1
784,866,0.991082349875012,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00057","Fungi_Taxa00146",1
784,868,0.991494585633499,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00057","Fungi_Taxa00149",1
784,869,0.996218207854357,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00057","Fungi_Taxa00150",1
784,871,0.993600275961059,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00057","Fungi_Taxa00152",1
795,1322,0.975862051180645,"CMR-011_FUN____","CMR-009_EUK_Eukaryota___","Fungi_Taxa00069","Euk_Taxa00107",1
800,855,0.979164821485305,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00075","Fungi_Taxa00134",1
812,816,0.992077468844518,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00087","Fungi_Taxa00091",1
812,821,0.990784597029255,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00087","Fungi_Taxa00096",1
812,822,0.995749520946185,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00087","Fungi_Taxa00097",1
812,823,0.989235203554715,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00087","Fungi_Taxa00098",1
812,825,0.991198726818411,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00087","Fungi_Taxa00100",1
812,827,0.994568906299311,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00087","Fungi_Taxa00102",1
812,828,0.9942572684746,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00087","Fungi_Taxa00103",1
812,831,0.982989966231538,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00087","Fungi_Taxa00106",1
816,821,0.983976397964701,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00091","Fungi_Taxa00096",1
816,822,0.988116431491722,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00091","Fungi_Taxa00097",1
816,823,0.976009884040373,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00091","Fungi_Taxa00098",1
816,825,0.987999417649558,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00091","Fungi_Taxa00100",1
816,827,0.983773858161883,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00091","Fungi_Taxa00102",1
816,828,0.987563296374655,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00091","Fungi_Taxa00103",1
821,822,0.993664651232036,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00096","Fungi_Taxa00097",1
821,823,0.99010240437581,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00096","Fungi_Taxa00098",1
821,825,0.994999021062623,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00096","Fungi_Taxa00100",1
821,827,0.992135717037998,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00096","Fungi_Taxa00102",1
821,828,0.988403986770294,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00096","Fungi_Taxa00103",1
821,831,0.991438916881445,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00096","Fungi_Taxa00106",1
822,823,0.990178637108424,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00097","Fungi_Taxa00098",1
822,825,0.993811635920421,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00097","Fungi_Taxa00100",1
822,827,0.991596815921443,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00097","Fungi_Taxa00102",1
822,828,0.994357084788777,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00097","Fungi_Taxa00103",1
822,831,0.988575349561673,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00097","Fungi_Taxa00106",1
823,825,0.987468179862663,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00098","Fungi_Taxa00100",1
823,827,0.99168204562398,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00098","Fungi_Taxa00102",1
823,828,0.990058666023134,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00098","Fungi_Taxa00103",1
823,831,0.990329965331058,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00098","Fungi_Taxa00106",1
825,827,0.99142195139682,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00100","Fungi_Taxa00102",1
825,828,0.987107952915794,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00100","Fungi_Taxa00103",1
825,831,0.989630468237652,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00100","Fungi_Taxa00106",1
827,828,0.985903865205396,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00102","Fungi_Taxa00103",1
827,831,0.986466393357542,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00102","Fungi_Taxa00106",1
828,831,0.981007101713764,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00103","Fungi_Taxa00106",1
830,846,0.999846759484559,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00105","Fungi_Taxa00123",1
831,1248,0.979143972561435,"CMR-011_FUN____","CMR-009_EUK_Eukaryota___","Fungi_Taxa00106","Euk_Taxa00032",1
837,838,0.995269041600601,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00114","Fungi_Taxa00115",1
837,849,0.995069517635764,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00114","Fungi_Taxa00128",1
837,858,0.994650113400118,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00114","Fungi_Taxa00137",1
837,866,0.986906744462082,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00114","Fungi_Taxa00146",1
837,868,0.996006486938932,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00114","Fungi_Taxa00149",1
837,869,0.997624058953361,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00114","Fungi_Taxa00150",1
837,871,0.997134983251617,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00114","Fungi_Taxa00152",1
838,849,0.996666362610483,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00115","Fungi_Taxa00128",1
838,858,0.995010094559788,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00115","Fungi_Taxa00137",1
838,866,0.996342614371113,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00115","Fungi_Taxa00146",1
838,868,0.990719860095372,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00115","Fungi_Taxa00149",1
838,869,0.99494518346903,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00115","Fungi_Taxa00150",1
838,871,0.993943885172646,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00115","Fungi_Taxa00152",1
849,858,0.993075859613905,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00128","Fungi_Taxa00137",1
849,866,0.994738100604902,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00128","Fungi_Taxa00146",1
849,868,0.990130470959301,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00128","Fungi_Taxa00149",1
849,869,0.996996737485317,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00128","Fungi_Taxa00150",1
849,871,0.994345609892497,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00128","Fungi_Taxa00152",1
858,866,0.98831393235219,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00137","Fungi_Taxa00146",1
858,868,0.989286112136226,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00137","Fungi_Taxa00149",1
858,869,0.991759471988394,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00137","Fungi_Taxa00150",1
858,871,0.99454970077443,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00137","Fungi_Taxa00152",1
866,868,0.982744973992309,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00146","Fungi_Taxa00149",1
866,869,0.990895485794109,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00146","Fungi_Taxa00150",1
866,871,0.986875453081993,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00146","Fungi_Taxa00152",1
868,869,0.994481819259696,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00149","Fungi_Taxa00150",1
868,871,0.994029509335873,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00149","Fungi_Taxa00152",1
869,871,0.994111372276364,"CMR-011_FUN____","CMR-011_FUN____","Fungi_Taxa00150","Fungi_Taxa00152",1
970,1221,1,"CMR-011_FUN_Eukaryota__Pythiaceae_Pythium","CMR-011_INV_Eukaryota_Arthropoda_Chironomidae_Chironomus","Fungi_Taxa00886","Inv_Taxa01195",0
973,1218,1,"CMR-011_FUN_Eukaryota__Pythiaceae_Pythium","CMR-011_INV_Eukaryota_Arthropoda_Chironomidae_Chironomus","Fungi_Taxa01764","Inv_Taxa00725",0
986,1007,0.989971007313169,"CMR-011_INV_Eukaryota___","CMR-011_INV_Eukaryota_Rotifera__","Inv_Taxa00014","Inv_Taxa00035",1
991,1136,0.999074158890394,"CMR-011_INV_Eukaryota_Arthropoda_Baetidae_Cloeon","CMR-011_INV_Eukaryota___","Inv_Taxa00019","Inv_Taxa00185",1
992,1158,0.987945986867408,"CMR-011_INV_Eukaryota___","CMR-011_INV_Eukaryota___","Inv_Taxa00020","Inv_Taxa00227",1
998,1154,0.981767530011928,"CMR-011_INV_Eukaryota_Rotifera__","CMR-011_INV_Eukaryota___","Inv_Taxa00026","Inv_Taxa00217",1
998,1281,0.976956140061375,"CMR-011_INV_Eukaryota_Rotifera__","CMR-009_EUK_Eukaryota___","Inv_Taxa00026","Euk_Taxa00065",1
1001,1069,0.979423154382363,"CMR-011_INV_Eukaryota___","CMR-011_INV_Eukaryota_Arthropoda_Culicidae_Culex","Inv_Taxa00029","Inv_Taxa00102",1
1001,1072,0.992529424192568,"CMR-011_INV_Eukaryota___","CMR-011_INV_Eukaryota___","Inv_Taxa00029","Inv_Taxa00105",1
1006,1178,0.985815937046484,"CMR-011_INV_Eukaryota_Arthropoda_Culicidae_Aedes","CMR-011_INV_Eukaryota___","Inv_Taxa00034","Inv_Taxa00275",1
1034,1037,0.998555990824035,"CMR-011_INV_Eukaryota__Cochliopodiidae_Cochliopodium","CMR-011_INV_Eukaryota__Cochliopodiidae_Cochliopodium","Inv_Taxa00065","Inv_Taxa00068",1
1034,1154,0.99283972777504,"CMR-011_INV_Eukaryota__Cochliopodiidae_Cochliopodium","CMR-011_INV_Eukaryota___","Inv_Taxa00065","Inv_Taxa00217",1
1037,1154,0.993407541826779,"CMR-011_INV_Eukaryota__Cochliopodiidae_Cochliopodium","CMR-011_INV_Eukaryota___","Inv_Taxa00068","Inv_Taxa00217",1
1069,1072,0.986179440238002,"CMR-011_INV_Eukaryota_Arthropoda_Culicidae_Culex","CMR-011_INV_Eukaryota___","Inv_Taxa00102","Inv_Taxa00105",1
1104,1136,0.975800698722294,"CMR-011_INV_Eukaryota___","CMR-011_INV_Eukaryota___","Inv_Taxa00143","Inv_Taxa00185",1
1135,1216,0.987210361431172,"CMR-011_INV_Eukaryota__Pythiaceae_Pythium","CMR-011_INV_Eukaryota_Arthropoda_Chironomidae_Chironomus","Inv_Taxa00184","Inv_Taxa00690",0
1206,1207,1,"CMR-011_INV_Eukaryota_Arthropoda_Chironomidae_Chironomus","CMR-011_INV_Eukaryota_Arthropoda_Chironomidae_Chironomus","Inv_Taxa00517","Inv_Taxa00524",1
1226,1238,0.98747593299582,"CMR-009_EUK_Eukaryota_Chlorophyta_Chlamydomonadaceae_","CMR-009_EUK_Eukaryota_Chlorophyta_Chlamydomonadaceae_","Euk_Taxa00009","Euk_Taxa00022",1
1229,1271,0.993663808635452,"CMR-009_EUK_Eukaryota___","CMR-009_EUK_Eukaryota___","Euk_Taxa00012","Euk_Taxa00055",1
1248,1329,0.984380261695761,"CMR-009_EUK_Eukaryota___","CMR-009_EUK_Eukaryota___","Euk_Taxa00032","Euk_Taxa00114",1
1290,1334,0.995753168867967,"CMR-009_EUK_Eukaryota__Paramoebidae_Korotnevella","CMR-009_EUK_Eukaryota__Paramoebidae_Korotnevella","Euk_Taxa00075","Euk_Taxa00119",1
