"date","date_time","plot","treatment","spad1","spad2","spad3","height1","height2","height3","gr1","gr2","gr3","spad_r1","spad_r2","spad_r3"
2019-06-04,2019-06-04 09:38:00,"8","PN",40.2,35.4,38.5,21.8,20.4,23.9,1.01388337961127,0.842522808409361,0.899642998809996,1.25664418881396,1.2423641412138,0.985323284410948
2019-06-04,2019-06-04 09:40:00,"9","RM",37.4,40.3,39.7,23.9,22.5,25.5,1.05661874070402,1.05661874070402,1.02806147744175,1.59920674268716,0.985225582548339,0.970946950917204
2019-06-11,2019-06-11 09:05:00,"1","CT",44,45.5,36.7,28.2,30.9,30.3,0.644455494778717,0.80198906016907,0.83063152660368,0.673097961213327,1.44644455494779,-0.429636996519145
2019-06-11,2019-06-11 09:05:00,"2","PN",45.6,43.9,43.1,29,30.4,31.3,0.644519594191367,0.845036801273125,1.13148995424707,0.673164909488761,0.67316490948876,0.816391485975732
2019-06-11,2019-06-11 09:06:00,"3","RM",46.1,44,45.8,28.5,29.7,29.6,0.544260990650487,0.601551621245275,0.658842251840064,0.77342351302964,0.529938333001791,1.05987666600358
2019-06-11,2019-06-11 09:07:00,"4","CT",42.9,46.2,47.3,31.7,29,30,1.03123135070619,0.759100855380943,0.744778197732246,0.486970360055699,0.888004774219217,1.17445792719316
2019-06-11,2019-06-11 09:08:00,"5","PN",44,36.9,45.9,30.4,28.9,28,0.615935541629364,0.773500447627574,0.802148612354521,0.730528200537153,-0.386750223813787,0.673231871083258
2019-06-11,2019-06-11 09:08:00,"6","RM",38.6,39.4,45.9,31.7,28.7,28.2,1.13171508157581,1.43255073617191,0.61599681655392,-0.128929566255471,0.114604058893752,1.14604058893752
2019-06-11,2019-06-11 09:09:00,"7","CT",35.7,38.7,38.3,31.8,31.3,29.4,0.802228412256268,1.44687624353363,0.816553919617986,-0.544369279745324,-0.186231595702347,-0.0859530441703146
2019-06-11,2019-06-11 09:10:00,"8","PN",43.4,41.7,42.1,28.6,28,31.1,0.974134500596896,1.08873855949065,1.03143653004377,0.458416235575009,0.902506963788302,0.515718265021886
2019-06-11,2019-06-11 09:11:00,"9","RM",43.9,39.8,43.3,28.1,29.6,30.8,0.601731171027759,1.01721221768978,0.759327430106457,0.931250621828674,-0.0716346632175903,0.515769575166649
2019-06-12,2019-06-12 09:16:00,"1","CT",34.4,37.9,38.9,30,31,31.9,1.78635423845624,0.099241902136459,1.58787043418332,-9.52722260509993,-7.54238456237078,2.18332184700206
2019-06-12,2019-06-12 09:17:00,"2","PN",36.6,43.8,44.9,30.5,30.4,31.6,1.48760330578512,0,0.297520661157026,-8.92561983471074,-0.0991735537190097,1.78512396694215
