"query","superkingdom","kingdom","subkingdom","phylum","class","subclass","order","suborder","family","tribe","genus","species"
"Taxa01621","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa01622","Bacteria","","","Verrucomicrobia","Opitutae","","Opitutales","","Opitutaceae","","Opitutus",""
"Taxa01623","Bacteria","","","Candidatus Melainabacteria","","","Vampirovibrionales","","","","Vampirovibrio","uncultured Vampirovibrio sp."
"Taxa01624","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa01625","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Hyphomicrobiaceae","","Rhodomicrobium","uncultured Rhodomicrobium sp."
"Taxa01626","Bacteria","","","Spirochaetes","Spirochaetia","","","","","","",""
"Taxa01627","Bacteria","","","","","","","","","","",""
"Taxa01628","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa01629","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Burkholderiaceae","","Limnobacter",""
"Taxa01630","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Myxococcales","","","","","uncultured Myxococcales bacterium"
"Taxa01631","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Isosphaeraceae","","Singulisphaera","uncultured Singulisphaera sp."
"Taxa01632","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Planctomycetaceae","","",""
"Taxa01633","Eukaryota","","","","","","","","","","",""
"Taxa01634","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa01635","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa01636","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","","uncultured Alphaproteobacteria bacterium"
"Taxa01637","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Legionellales","","Legionellaceae","","Legionella","uncultured Legionella sp."
"Taxa01638","Eukaryota","Fungi","","Chytridiomycota","Chytridiomycetes","","","","","","",""
"Taxa01639","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa01640","Bacteria","","","Actinobacteria","Actinobacteria","","Micrococcales","","Microbacteriaceae","","",""
"Taxa01641","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rickettsiales","","Anaplasmataceae","Wolbachieae","Wolbachia",""
"Taxa01642","","","","","","","","","","","",""
"Taxa01643","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","",""
"Taxa01644","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rickettsiales","","Rickettsiaceae","Rickettsieae","Rickettsia",""
"Taxa01645","Bacteria","","","","","","","","","","",""
"Taxa01646","Bacteria","","","Acidobacteria","Acidobacteriia","","Acidobacteriales","","Acidobacteriaceae","","Acidobacterium","uncultured Acidobacterium sp."
"Taxa01647","Bacteria","","","Proteobacteria","Betaproteobacteria","","Nitrosomonadales","","Methylophilaceae","","",""
"Taxa01648","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","Sphingomonas",""
"Taxa01649","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa01650","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa01651","Bacteria","","","Proteobacteria","Betaproteobacteria","","Rhodocyclales","","","","",""
"Taxa01652","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Xanthomonadales","","Xanthomonadaceae","","Stenotrophomonas",""
"Taxa01653","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","","","",""
"Taxa01654","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfobacterales","","Desulfobacteraceae","","Desulfobacula","uncultured Desulfobacula sp."
"Taxa01655","","","","","","","","","","","",""
"Taxa01656","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa01657","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Caulobacterales","","Caulobacteraceae","","",""
"Taxa01658","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","","","",""
"Taxa01659","Bacteria","","","Verrucomicrobia","Opitutae","","Opitutales","","Opitutaceae","","Opitutus","uncultured Opitutus sp."
"Taxa01660","Bacteria","","","","","","","","","","",""
"Taxa01661","Bacteria","","","","","","","","","","",""
"Taxa01662","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Erythrobacteraceae","","Porphyrobacter",""
"Taxa01663","Bacteria","","","Proteobacteria","Oligoflexia","","Bdellovibrionales","","Bdellovibrionaceae","","Bdellovibrio","uncultured Bdellovibrio sp."
"Taxa01664","","","","","","","","","","","",""
"Taxa01665","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Bradyrhizobiaceae","","",""
"Taxa01666","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","",""
"Taxa01667","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Ruminococcaceae","","Sporobacter","uncultured Sporobacter sp."
"Taxa01668","Archaea","","","Euryarchaeota","Methanomicrobia","","Methanomicrobiales","","Methanoregulaceae","","Methanoregula",""
"Taxa01669","Bacteria","","","","","","","","","","",""
"Taxa01670","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","",""
"Taxa01671","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa01672","Bacteria","","","Acidobacteria","","","","","","","",""
"Taxa01673","Bacteria","","","","","","","","","","",""
"Taxa01674","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","Desulfuromonadaceae","","",""
"Taxa01675","Bacteria","","","","","","","","","","",""
"Taxa01676","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa01677","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa01678","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Methylococcales","","Methylococcaceae","","Methylomonas",""
"Taxa01679","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Methylobacteriaceae","","Methylobacterium",""
"Taxa01680","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rickettsiales","","Anaplasmataceae","","",""
"Taxa01681","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Holosporales","","","","",""
"Taxa01682","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa01683","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Ruminococcaceae","","",""
"Taxa01684","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Oxalobacteraceae","","",""
"Taxa01685","Bacteria","","","","","","","","","","",""
"Taxa01686","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa01687","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","",""
"Taxa01688","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Acetobacteraceae","","",""
"Taxa01689","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Gemmataceae","","Zavarzinella",""
"Taxa01690","Bacteria","","","Bacteroidetes","Chitinophagia","","Chitinophagales","","Chitinophagaceae","","",""
"Taxa01691","Bacteria","","","Bacteroidetes","Sphingobacteriia","","","","","","",""
"Taxa01692","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","",""
"Taxa01693","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Gemmataceae","","",""
"Taxa01694","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfobacterales","","Desulfobacteraceae","","Desulfatiferula",""
"Taxa01695","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","",""
"Taxa01696","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Myxococcales","Sorangiineae","","","",""
"Taxa01697","Bacteria","","","Bacteroidetes","Cytophagia","","Cytophagales","","Hymenobacteraceae","","Hymenobacter",""
"Taxa01698","Bacteria","","","Proteobacteria","Betaproteobacteria","","Neisseriales","","Chromobacteriaceae","","Andreprevotia",""
"Taxa01699","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","",""
"Taxa01700","Bacteria","","","Bacteroidetes","Bacteroidia","","Marinilabiliales","","Prolixibacteraceae","","",""
"Taxa01701","Bacteria","","","Planctomycetes","Planctomycetia","","","","","","",""
"Taxa01702","Eukaryota","","","","Chrysophyceae","","Chromulinales","","Chromulinaceae","","Ochromonas",""
"Taxa01703","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Gemmataceae","","",""
"Taxa01704","Eukaryota","","","Euglenida","","","Euglenales","","Euglenaceae","","",""
"Taxa01705","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Myxococcales","Cystobacterineae","Archangiaceae","","",""
"Taxa01706","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa01707","Bacteria","","","","","","","","","","",""
"Taxa01708","Bacteria","","","","","","","","","","",""
"Taxa01709","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","","uncultured Alphaproteobacteria bacterium"
"Taxa01710","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Gemmataceae","","Gemmata","uncultured Gemmata sp."
"Taxa01711","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa01712","Bacteria","","","Bacteroidetes","Flavobacteriia","","Flavobacteriales","","Flavobacteriaceae","","Chryseobacterium",""
"Taxa01713","","","","","","","","","","","",""
"Taxa01714","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Pseudomonadales","","Moraxellaceae","","",""
"Taxa01715","Bacteria","","","Bacteroidetes","Cytophagia","","Cytophagales","","Cytophagaceae","","",""
"Taxa01716","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","Geobacteraceae","","Geobacter",""
"Taxa01717","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","",""
"Taxa01718","Bacteria","","","","","","","","","","",""
"Taxa01719","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","",""
"Taxa01720","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Micropepsales","","Micropepsaceae","","Rhizomicrobium","uncultured Rhizomicrobium sp."
"Taxa01721","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Comamonadaceae","","",""
"Taxa01722","Eukaryota","","","","Oomycetes","","","","","","",""
"Taxa01723","Bacteria","","","Proteobacteria","Betaproteobacteria","","","","","","",""
"Taxa01724","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Rhodospirillaceae","","",""
"Taxa01725","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa01726","","","","","","","","","","","",""
"Taxa01727","Bacteria","","","Actinobacteria","Actinobacteria","","Micrococcales","","Micrococcaceae","","",""
"Taxa01728","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa01729","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa01730","","","","","","","","","","","",""
"Taxa01731","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","",""
"Taxa01732","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa01733","Bacteria","","","Bacteroidetes","Cytophagia","","Cytophagales","","Hymenobacteraceae","","",""
"Taxa01734","Eukaryota","","","","Eustigmatophyceae","","","","","","",""
"Taxa01735","","","","","","","","","","","",""
"Taxa01736","Bacteria","","","Proteobacteria","Epsilonproteobacteria","","Campylobacterales","","Campylobacteraceae","","",""
"Taxa01737","Eukaryota","","","Bacillariophyta","Bacillariophyceae","","Bacillariales","","Bacillariaceae","","Nitzschia",""
"Taxa01738","Bacteria","","","Firmicutes","Bacilli","","Bacillales","","Bacillaceae","","Bacillus",""
"Taxa01739","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa01740","Bacteria","","","Deinococcus-Thermus","Deinococci","","Deinococcales","","Deinococcaceae","","Deinococcus",""
"Taxa01741","","","","","","","","","","","",""
"Taxa01742","Bacteria","","","","","","","","","","",""
"Taxa01743","Bacteria","","","","","","","","","","",""
"Taxa01744","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa01745","Bacteria","","","Bacteroidetes","Flavobacteriia","","Flavobacteriales","","Flavobacteriaceae","","Flavobacterium",""
"Taxa01746","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","",""
"Taxa01747","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Enterobacterales","","","","",""
"Taxa01748","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfobacterales","","Desulfobulbaceae","","Desulfobulbus","uncultured Desulfobulbus sp."
"Taxa01749","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Isosphaeraceae","","",""
"Taxa01750","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Pseudomonadales","","Moraxellaceae","","Acinetobacter",""
"Taxa01751","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa01752","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Comamonadaceae","","",""
"Taxa01753","Bacteria","","","Candidatus Melainabacteria","","","Vampirovibrionales","","","","Vampirovibrio","uncultured Vampirovibrio sp."
"Taxa01754","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Bradyrhizobiaceae","","",""
"Taxa01755","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","","uncultured delta proteobacterium"
"Taxa01756","Bacteria","","","","","","","","","","",""
"Taxa01757","Bacteria","","","","","","","","","","",""
"Taxa01758","Bacteria","","","","","","","","","","",""
"Taxa01759","Bacteria","","","","","","","","","","",""
"Taxa01760","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","Thermincola","uncultured Thermincola sp."
"Taxa01761","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa01762","Bacteria","","","Acidobacteria","","","","","","","",""
"Taxa01763","Bacteria","","","Bacteroidetes","Bacteroidia","","Bacteroidales","","Porphyromonadaceae","","Petrimonas","uncultured Petrimonas sp."
"Taxa01764","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa01765","Eukaryota","","","","Oomycetes","","Pythiales","","Pythiaceae","","",""
"Taxa01766","Bacteria","","","Proteobacteria","Betaproteobacteria","","","","","","",""
"Taxa01767","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","Alsobacter",""
"Taxa01768","","","","","","","","","","","",""
"Taxa01769","Bacteria","","","Firmicutes","","","","","","","",""
"Taxa01770","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Pseudomonadales","","Pseudomonadaceae","","Pseudomonas",""
"Taxa01771","Bacteria","","","Proteobacteria","Betaproteobacteria","","","","","","",""
"Taxa01772","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","",""
"Taxa01773","Bacteria","","","","","","","","","","",""
"Taxa01774","Bacteria","","","Firmicutes","Clostridia","","","","","","",""
"Taxa01775","Bacteria","","","Firmicutes","","","","","","","",""
"Taxa01776","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Gemmataceae","","Zavarzinella",""
"Taxa01777","Eukaryota","Viridiplantae","","Chlorophyta","Chlorophyceae","","Chlamydomonadales","","Chlamydomonadaceae","","Lobochlamys",""
"Taxa01778","","","","","","","","","","","",""
"Taxa01779","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa01780","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Acetobacteraceae","","",""
"Taxa01781","Eukaryota","Viridiplantae","","Chlorophyta","Trebouxiophyceae","","Chlorellales","","Chlorellaceae","","",""
"Taxa01782","Bacteria","","","","","","","","","","",""
"Taxa01783","Bacteria","","","Bacteroidetes","Chitinophagia","","Chitinophagales","","Chitinophagaceae","","",""
"Taxa01784","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","",""
"Taxa01785","Bacteria","","","Spirochaetes","Spirochaetia","","Spirochaetales","","Spirochaetaceae","","Spirochaeta",""
"Taxa01786","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa01787","Bacteria","","","","","","","","","","",""
"Taxa01788","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Rhizobiaceae","","",""
"Taxa01789","Bacteria","","","Proteobacteria","Betaproteobacteria","","Nitrosomonadales","","","","",""
